
num_topics;timepoint;rank;term;probability;
0;1;31;restriction;0.00389444149571927;
0;1;32;ssu;0.003842208298276992;
0;1;33;subdivision;0.003726119259255552;
0;1;34;database;0.0037058523229893006;
0;1;35;science;0.0036344263259410897;
0;1;36;oligonucleotide;0.003392337727902007;
0;1;37;similarity;0.003276242803156867;
0;1;38;bacteria;0.003269539923987097;
0;1;39;archaeal;0.0032102258052487597;
0;1;40;kingdom;0.0030580402786366287;
0;1;41;sequencing;0.003023639623165669;
0;1;42;signature;0.0030145461223077805;
0;1;43;ribosomal;0.002951437320496897;
0;1;44;insert;0.0026533826003373472;
0;1;45;affiliation;0.0025648148146071104;
0;1;46;otus;0.0025321159041936424;
0;1;47;fragment;0.0023683328741163447;
0;1;48;oligonucleotides;0.0023461208895641183;
0;1;49;group;0.002292269280274371;
0;2;0;group;0.30058671427358197;
0;2;1;clone;0.06898239167969931;
0;2;2;rrna;0.04137816304456158;
0;2;3;rdna;0.04046151514380186;
0;2;4;member;0.035161835616681875;
0;2;5;library;0.03157833483538589;
0;2;6;hybridization;0.02418155805937025;
0;2;7;sequence;0.02335687279641458;
0;2;8;similarity;0.022955264013422495;
0;2;9;probe;0.01979955136245942;
0;2;10;cluster;0.016214392584875795;
0;2;11;bv;0.015898571763270013;
0;2;12;spacer;0.015661481324706027;
0;2;13;genus;0.012991291897649606;
0;2;14;european;0.012502733232202294;
0;2;15;subgroup;0.011087953835591628;
0;2;16;division;0.010953842182702999;
0;2;17;restriction;0.010741602419070635;
0;2;18;majority;0.009839366008737783;
0;2;19;federation;0.009602229191657529;
0;2;20;representative;0.009146051709309592;
0;2;21;societies;0.009007317287796426;
0;2;22;16s;0.008567322690701165;
0;2;23;microbiological;0.00849377276383107;
0;2;24;phylum;0.00753482252950921;
0;2;25;archaea;0.006529342695164617;
0;2;26;phylotypes;0.005049101360224359;
0;2;27;subunit;0.0044517945252142916;
0;2;28;vent;0.004406194003103352;
0;2;29;proteobacteria;0.004338441919721039;
0;2;30;ssu;0.003673020246162939;
0;2;31;subdivision;0.0036604946149603303;
0;2;32;operon;0.0032896273108445713;
0;2;33;archaeal;0.003152504697623188;
0;2;34;science;0.0031070175501603666;
0;2;35;transcribe;0.003024093203126792;
0;2;36;otus;0.0025958013620441737;
0;2;37;subclass;0.002547015493409451;
0;2;38;bacteria;0.002279281539338405;
0;2;39;kingdom;0.0020286332267569077;
0;2;40;relative;0.0020032167809938654;
0;2;41;gamma;0.001972603569313217;
0;2;42;its1;0.0018649500669465197;
0;2;43;community;0.0018458507438304178;
0;2;44;affiliation;0.0018443691206344484;
0;2;45;ribosomal;0.001712366409366185;
0;2;46;blot;0.0016948805713714113;
0;2;47;actinobacteria;0.0016739285333010425;
0;2;48;sequencing;0.001593956482184948;
0;2;49;structure;0.0015255763589944295;
0;3;0;community;0.37858373577169424;
0;3;1;structure;0.17715858271276125;
0;3;2;composition;0.1299984177180814;
0;3;3;interaction;0.07444103079330684;
0;3;4;invasion;0.03474561159437226;
0;3;5;nematode;0.019294831825369264;
0;3;6;influence;0.01141696353744772;
0;3;7;assembly;0.011395143763468639;
0;3;8;component;0.009100790510013439;
0;3;9;invader;0.006823218483796634;
0;3;10;redundancy;0.004583932613722803;
0;3;11;difference;0.003736929477790673;
0;3;12;interact;0.0024275664119650115;
0;3;13;factor;0.002047116625626394;
0;3;14;invasibility;0.0019540776248982896;
0;3;15;native;0.0019045890794440723;
0;3;16;exotic;0.001608022686186414;
0;3;17;contrast;0.0010720452568648239;
0;3;18;federation;8.77821752776885E-4;
0;3;19;invasiveness;8.154568904685476E-4;
0;3;20;european;7.894168891848944E-4;
0;3;21;invade;7.845870731850398E-4;
0;3;22;finding;7.839682781310466E-4;
0;3;23;resident;7.774960455757694E-4;
0;3;24;determinant;7.25498175834136E-4;
0;3;25;societies;6.476086365553195E-4;
0;3;26;bv;6.14740703124885E-4;
0;3;27;role;5.762615041701133E-4;
0;3;28;similarity;4.700850134199503E-4;
0;3;29;microbiological;4.2975082241392733E-4;
0;3;30;group;4.164892112725818E-4;
0;3;31;member;3.9109306828434564E-4;
0;3;32;division;3.0630016666569976E-4;
0;3;33;majority;2.9571748558496354E-4;
0;3;34;representative;2.5441392280213895E-4;
0;3;35;restriction;2.2526524126304732E-4;
0;3;36;clone;2.126721031953157E-4;
0;3;37;invasive;2.0931003167802851E-4;
0;3;38;hybridization;2.0928491598119891E-4;
0;3;39;library;2.0799843548457907E-4;
0;3;40;rrna;2.0694986336534992E-4;
0;3;41;cluster;2.065361707262767E-4;
0;3;42;rdna;2.0288078853835555E-4;
0;3;43;comparison;1.96211970690604E-4;
0;3;44;subgroup;1.955487204741419E-4;
0;3;45;spacer;1.951656251809942E-4;
0;3;46;genus;1.9455259892009247E-4;
0;3;47;sequence;1.8820966070694946E-4;
0;3;48;probe;1.772403210941214E-4;
0;3;49;phylum;1.7619503906407793E-4;
1;0;0;density;0.16068586002467833;
1;0;1;disturbance;0.09915529713271506;
1;0;2;species;0.09045100102842749;
1;0;3;bird;0.08908199867412339;
1;0;4;competition;0.05299837639266014;
1;0;5;niche;0.030237844801569047;
1;0;6;mortality;0.029984041165845233;
1;0;7;space;0.029508350142827447;
1;0;8;predation;0.02839645402173633;
1;0;9;web;0.013196996673662817;
1;0;10;importance;0.013131228902969392;
1;0;11;dynamics;0.01214148716036029;
1;0;12;creek;0.011631690106605481;
1;0;13;rodent;0.011443687626484983;
1;0;14;coexistence;0.011271723888818039;
1;0;15;partition;0.010392737854180364;
1;0;16;exclusion;0.00941905984042947;
1;0;17;absence;0.008547469540617634;
1;0;18;link;0.008516166335718325;
1;0;19;breadth;0.006850874298740569;
1;0;20;ability;0.006848983718346209;
1;0;21;rotifer;0.0067123444003287435;
1;0;22;daphnia;0.006463754099659576;
1;0;23;food;0.006251198960197156;
1;0;24;competitor;0.005841836864524694;
1;0;25;factor;0.0056797617076934205;
1;0;26;shift;0.005080975542007588;
1;0;27;outcome;0.004877068289471938;
1;0;28;influence;0.004488341598098177;
1;0;29;grasshopper;0.004364363147962111;
1;0;30;cladoceran;0.004225621197443462;
1;0;31;role;0.00404381793441843;
1;0;32;trade-off;0.003826728570231138;
1;0;33;contrast;0.0035843217998341188;
1;0;34;presence;0.0034347126856289914;
1;0;35;spite;0.003231787142070533;
1;0;36;extinction;0.003187192001967472;
1;0;37;date;0.002984028636513023;
1;0;38;reason;0.002930187103916547;
1;0;39;intra;0.0028207428689999;
1;0;40;half;0.0027061427431907246;
1;0;41;interference;0.002702645961780134;
1;0;42;addition;0.002439824911094238;
1;0;43;midge;0.0024036761124116833;
1;0;44;replacement;0.002221452539466417;
1;0;45;head;0.0019757543582706143;
1;0;46;medicales;0.0019627322451498566;
1;0;47;coexist;0.0018453044528652946;
1;0;48;tendency;0.0017923512026679722;
1;0;49;respect;0.001702580904621159;
1;1;0;density;0.14763651585822693;
1;1;1;factor;0.10842625657287364;
1;1;2;species;0.06698490389355381;
1;1;3;importance;0.05356314717946528;
1;1;4;dynamics;0.05282746780287376;
1;1;5;food;0.05088698935428749;
1;1;6;extinction;0.04231490038468603;
1;1;7;competition;0.03416730794930401;
1;1;8;mortality;0.02278007565166509;
1;1;9;predation;0.02262347941118827;
1;1;10;space;0.02180018114103123;
1;1;11;shift;0.021510372894192942;
1;1;12;niche;0.018760006292181202;
1;1;13;date;0.017134950713909004;
1;1;14;coexistence;0.011955713472638088;
1;1;15;partition;0.011389732355492135;
1;1;16;web;0.010614439371127998;
1;1;17;link;0.009990985925001404;
1;1;18;exclusion;0.008526187238465065;
1;1;19;role;0.007758936524426311;
1;1;20;creek;0.0072133341532871695;
1;1;21;head;0.005708933787402059;
1;1;22;daphnia;0.005604821889707139;
1;1;23;competitor;0.005517099553463108;
1;1;24;reason;0.005317282044873873;
1;1;25;contrast;0.00497410412482085;
1;1;26;breadth;0.00478546538338935;
1;1;27;outcome;0.0047201485850343295;
1;1;28;rotifer;0.00467506131883109;
1;1;29;hand;0.0040990747560299655;
1;1;30;disturbance;0.004020254781005315;
1;1;31;ecosystem;0.003945971870572512;
1;1;32;spite;0.00355757196183877;
1;1;33;level;0.0033645670058148635;
1;1;34;environment;0.0033415149399238404;
1;1;35;addition;0.0030699346630611813;
1;1;36;half;0.0030650573454419497;
1;1;37;influence;0.003059401409389756;
1;1;38;order;0.0030538230935790696;
1;1;39;trade-off;0.0029594643199903127;
1;1;40;respect;0.002732304190365008;
1;1;41;presence;0.0026150684654278923;
1;1;42;replacement;0.0025481338786786656;
1;1;43;medicales;0.002447040362427239;
1;1;44;function;0.0023736557541159157;
1;1;45;absence;0.002358928001013782;
1;1;46;investigation;0.0020952382686972065;
1;1;47;phenomenon;0.0019267550737293482;
1;1;48;component;0.001900304770779379;
1;1;49;cladoceran;0.0017907513474856478;
1;2;0;level;0.2858245837116545;
1;2;1;ecosystem;0.14995710386764596;
1;2;2;environment;0.10136889401755149;
1;2;3;order;0.07438291504541072;
1;2;4;function;0.04684396940161431;
1;2;5;nematode;0.02702388971302975;
1;2;6;investigation;0.026760643417738702;
1;2;7;niche;0.021016446102937035;
1;2;8;role;0.019744960198928515;
1;2;9;date;0.0188114791950956;
1;2;10;shift;0.011883540352190351;
1;2;11;link;0.011722818938402414;
1;2;12;partition;0.01111881011424175;
1;2;13;hand;0.008719058648868643;
1;2;14;presence;0.007061752703513109;
1;2;15;head;0.006004194323871023;
1;2;16;medicales;0.004818435445411948;
1;2;17;component;0.004768993512571803;
1;2;18;respect;0.004738626278225083;
1;2;19;basis;0.0033464807758302184;
1;2;20;breadth;0.0031579348294960108;
1;2;21;daphnia;0.0031112273012816427;
1;2;22;edition;0.002725441079305957;
1;2;23;characteristic;0.0023621123422423993;
1;2;24;addition;0.0023093596515468646;
1;2;25;number;0.0019578996254558164;
1;2;26;half;0.0018819439884087796;
1;2;27;importance;0.0017944279475638869;
1;2;28;spite;0.0013908947971413006;
1;2;29;species;0.0013436076588456648;
1;2;30;factor;0.001270520017144439;
1;2;31;variation;0.0012172038219427424;
1;2;32;contrast;0.0011810741003512914;
1;2;33;absence;0.001118493039634286;
1;2;34;magnitude;0.0010105899598464685;
1;2;35;regard;9.985553235333303E-4;
1;2;36;form;9.716897419327618E-4;
1;2;37;family;9.472609010778299E-4;
1;2;38;taxon;9.452879196469736E-4;
1;2;39;rank;9.398784495976654E-4;
1;2;40;present;9.007011881813248E-4;
1;2;41;comparison;9.003895994781686E-4;
1;2;42;majority;8.877609958648391E-4;
1;2;43;relation;8.834419261004264E-4;
1;2;44;tail;8.505579602570285E-4;
1;2;45;shape;8.111877713554831E-4;
1;2;46;food;8.021972762374632E-4;
1;2;47;dynamics;7.955403409761476E-4;
1;2;48;space;7.896395361393891E-4;
1;2;49;difference;7.854042535968328E-4;
1;3;0;number;0.2157730754846914;
1;3;1;variation;0.11817697381112133;
1;3;2;taxon;0.11596301209184925;
1;3;3;family;0.09875541907477453;
1;3;4;order;0.07222124675421415;
1;3;5;form;0.05089645521460508;
1;3;6;investigation;0.025915060313098422;
1;3;7;basis;0.025604068867232363;
1;3;8;shape;0.019304095567765744;
1;3;9;date;0.01901494557157831;
1;3;10;respect;0.014638371689932742;
1;3;11;present;0.012857641180177829;
1;3;12;hand;0.011329617097135715;
1;3;13;difference;0.009907958063042333;
1;3;14;half;0.008319484376898107;
1;3;15;characteristic;0.006540595909522511;
1;3;16;comparison;0.00623905219477824;
1;3;17;head;0.006184036904348469;
1;3;18;colour;0.005642658270240226;
1;3;19;rank;0.004082241721131324;
1;3;20;addition;0.003901130094502382;
1;3;21;morph;0.0032009200335989755;
1;3;22;daphnia;0.0029013126687666216;
1;3;23;arrangement;0.0028193300307680627;
1;3;24;component;0.0028101033976407966;
1;3;25;beet;0.00185013253854749;
1;3;26;gill;0.0017586338375822031;
1;3;27;tail;0.0013571912122320095;
1;3;28;vein;0.0011989657126114373;
1;3;29;separation;9.92876770308604E-4;
1;3;30;regard;9.137504997302737E-4;
1;3;31;majority;8.103032480921113E-4;
1;3;32;combination;7.622713220283176E-4;
1;3;33;relation;7.494664534467764E-4;
1;3;34;tendency;6.907517919188617E-4;
1;3;35;level;6.378968275502583E-4;
1;3;36;spite;6.023059615434667E-4;
1;3;37;finding;5.729174029896675E-4;
1;3;38;role;5.308341079185019E-4;
1;3;39;function;5.157208124770869E-4;
1;3;40;environment;4.995524302093813E-4;
1;3;41;fact;4.895176693078147E-4;
1;3;42;dimension;4.738010737455341E-4;
1;3;43;link;4.3961949028919366E-4;
1;3;44;ecosystem;3.9320596476784654E-4;
1;3;45;partition;3.8628852253772304E-4;
1;3;46;contrast;3.6884502079244553E-4;
1;3;47;proportion;3.683367340530278E-4;
1;3;48;minute;3.651972278662333E-4;
1;3;49;nematoda;3.3707705631347946E-4;
2;0;0;size;0.20841041382123168;
2;0;1;host;0.10133200245480092;
2;0;2;year;0.09802654202416526;
2;0;3;age;0.06153137940913763;
2;0;4;pine;0.04331804444285404;
2;0;5;park;0.031216171535556;
2;0;6;beetle;0.028349978703725458;
2;0;7;ground;0.02636578848347233;
2;0;8;species;0.026297536852049667;
2;0;9;national;0.016702130380514737;
2;0;10;pinus;0.01351628532752997;
2;0;11;conifer;0.011510334442277247;
2;0;12;specialist;0.010701589469447739;
2;0;13;carabid;0.010432409712304481;
2;0;14;volume;0.010380346710707061;
2;0;15;log;0.008603708050382823;
2;0;16;retention;0.008594481222723048;
2;0;17;growth;0.008442700982052923;
2;0;18;parasitoids;0.007475158170471171;
2;0;19;hardwood;0.007331457078204497;
2;0;20;aspen;0.007080625696284051;
2;0;21;generalist;0.006442896969687342;
2;0;22;stand;0.0063107926011023606;
2;0;23;moth;0.006191381714436327;
2;0;24;tree;0.005785497058929567;
2;0;25;parasitism;0.005744243822099562;
2;0;26;australis;0.0056174918765660355;
2;0;27;re;0.005589435392762029;
2;0;28;england;0.005112994697230047;
2;0;29;cut;0.004955823149362189;
2;0;30;interior;0.004538303568883071;
2;0;31;proportion;0.004468779277209644;
2;0;32;road;0.004173780746904124;
2;0;33;cutting;0.003878208340139172;
2;0;34;sylvestris;0.0037937283876614005;
2;0;35;parasitoid;0.003504683717798124;
2;0;36;needle;0.003267359867987297;
2;0;37;finland;0.002898517151009976;
2;0;38;roadside;0.0026392882511767656;
2;0;39;characteristic;0.0026139494556098645;
2;0;40;phragmites;0.0025327338158564238;
2;0;41;canadensis;0.002474269693097975;
2;0;42;michigan;0.0024302090415510395;
2;0;43;coppice;0.00196208420660702;
2;0;44;spacing;0.001896754521375784;
2;0;45;scots;0.0016901905583222177;
2;0;46;composition;0.0014073539061977766;
2;0;47;ltd;0.0012611974812862252;
2;0;48;fisher;0.001229974305073696;
2;0;49;edge;0.0012151071703866544;
2;1;0;tree;0.18591829053269157;
2;1;1;growth;0.11006490959450006;
2;1;2;year;0.07440850716977951;
2;1;3;stand;0.07167372901373988;
2;1;4;species;0.058935184897278045;
2;1;5;age;0.046941130730590495;
2;1;6;pine;0.030574804241403877;
2;1;7;park;0.028830973528613232;
2;1;8;beetle;0.026921824543442822;
2;1;9;ground;0.026070965938421894;
2;1;10;pinus;0.015033969574625414;
2;1;11;national;0.014995171945369399;
2;1;12;specialist;0.011185387947715657;
2;1;13;volume;0.011073128074005931;
2;1;14;log;0.009892424665978027;
2;1;15;carabid;0.009586101403590026;
2;1;16;conifer;0.008969009792774556;
2;1;17;retention;0.008575165378445618;
2;1;18;hardwood;0.0084534638375873;
2;1;19;road;0.008347526596399986;
2;1;20;moth;0.006877789309260916;
2;1;21;australis;0.005984826078260726;
2;1;22;interior;0.005948899705324074;
2;1;23;england;0.005539677460744612;
2;1;24;generalist;0.005252716014791799;
2;1;25;re;0.004972194435520738;
2;1;26;cut;0.00462426888237553;
2;1;27;bv;0.0045245506980896725;
2;1;28;aspen;0.004091494386452915;
2;1;29;proportion;0.0033252148181461896;
2;1;30;characteristic;0.0032227475721133903;
2;1;31;cutting;0.0031694601667351615;
2;1;32;phragmites;0.0031240376350693756;
2;1;33;old-growth;0.002983945084880928;
2;1;34;habitat;0.002967397419691275;
2;1;35;edge;0.002918043270997173;
2;1;36;abundance;0.0029098114317042093;
2;1;37;sylvestris;0.0029087728144273077;
2;1;38;fisher;0.0027542089778011887;
2;1;39;roadside;0.002741116389885177;
2;1;40;size;0.0023449434324440237;
2;1;41;finland;0.002324791317232882;
2;1;42;needle;0.0020886758048544816;
2;1;43;canadensis;0.0019455044076124148;
2;1;44;coppice;0.001758203025068684;
2;1;45;fragmentation;0.0016561212617591016;
2;1;46;ltd;0.0014688977344099092;
2;1;47;spacing;0.0014416586326647866;
2;1;48;guild;0.0013981588709948822;
2;1;49;suitability;0.0013566864309961897;
2;2;0;habitat;0.33877503684969634;
2;2;1;abundance;0.2327000485584195;
2;2;2;species;0.03745470285501833;
2;2;3;beetle;0.03513614170711418;
2;2;4;edge;0.028071007411313426;
2;2;5;pond;0.024718384511615808;
2;2;6;fragmentation;0.023821779779096983;
2;2;7;ground;0.02372307679863749;
2;2;8;specialist;0.013856289969791566;
2;2;9;characteristic;0.01283971727556163;
2;2;10;guild;0.01245171393605333;
2;2;11;carabid;0.009791143758491869;
2;2;12;road;0.00912032353678926;
2;2;13;interior;0.008209206587141237;
2;2;14;generalist;0.006868730354114132;
2;2;15;england;0.006196944072340794;
2;2;16;hedgerow;0.005046133361301742;
2;2;17;australis;0.004719393421675403;
2;2;18;year;0.0035471280603289225;
2;2;19;suitability;0.0033624345463942377;
2;2;20;phragmites;0.0031555577996334617;
2;2;21;ltd;0.0029079061292711056;
2;2;22;bv;0.002524599102872219;
2;2;23;quality;0.0019704999237992195;
2;2;24;roadside;0.0019304946761902369;
2;2;25;reed;0.0014675088142159873;
2;2;26;volume;0.001238112792780927;
2;2;27;condition;0.001154312904388226;
2;2;28;age;8.858738491019373E-4;
2;2;29;surface;8.099702818863865E-4;
2;2;30;relation;7.953247787537437E-4;
2;2;31;growth;7.606996165776429E-4;
2;2;32;finland;7.304615232214123E-4;
2;2;33;tree;7.277543485656151E-4;
2;2;34;depth;7.218811823474127E-4;
2;2;35;retention;6.96756195251386E-4;
2;2;36;parameter;6.866959088854454E-4;
2;2;37;water;6.717670025225009E-4;
2;2;38;influence;6.710781230335215E-4;
2;2;39;minimum;6.166123583368827E-4;
2;2;40;layer;5.946949339219792E-4;
2;2;41;supply;5.786440709916286E-4;
2;2;42;emergent;5.6859224363666E-4;
2;2;43;proportion;5.685444838941317E-4;
2;2;44;stand;5.531911257328549E-4;
2;2;45;affinis;5.366888790372462E-4;
2;2;46;national;5.19027338940392E-4;
2;2;47;park;5.172227113022655E-4;
2;2;48;pine;4.999062385633469E-4;
2;2;49;concentration;4.989897517494031E-4;
2;3;0;water;0.13826612622409404;
2;3;1;sediment;0.05849523389170564;
2;3;2;surface;0.0529386808672126;
2;3;3;depth;0.044600197130478504;
2;3;4;condition;0.037140063994413504;
2;3;5;zone;0.02675831534303406;
2;3;6;concentration;0.025563799762934217;
2;3;7;salinity;0.023315800854204077;
2;3;8;pond;0.021752947791221857;
2;3;9;phytoplankton;0.019250774216849332;
2;3;10;quality;0.0162998071912019;
2;3;11;pollution;0.015380497011263736;
2;3;12;oxygen;0.014918324342464463;
2;3;13;estuary;0.013677474450813479;
2;3;14;salt;0.012292056970035254;
2;3;15;lagoon;0.011596093556009348;
2;3;16;marsh;0.011414349352133276;
2;3;17;layer;0.011208195804881145;
2;3;18;supply;0.01048418864577111;
2;3;19;groundwater;0.008885860264025096;
2;3;20;parameter;0.008704161799015684;
2;3;21;column;0.0078069961889668995;
2;3;22;bloom;0.007795107388342045;
2;3;23;ltd;0.007039831808046948;
2;3;24;estuarine;0.006825682110327117;
2;3;25;aquaculture;0.006304396700674371;
2;3;26;l-1;0.006170971487844099;
2;3;27;eutrophication;0.00587513641292617;
2;3;28;plankton;0.005752182102939171;
2;3;29;chlorophyll;0.005651320750450412;
2;3;30;macrophytes;0.00555374391150583;
2;3;31;characteristic;0.005383406105626043;
2;3;32;transport;0.0052979411296517846;
2;3;33;load;0.005187444978685639;
2;3;34;foraminifera;0.005039063639362301;
2;3;35;conductivity;0.004761159728372131;
2;3;36;input;0.00460785418485915;
2;3;37;particle;0.00452796802374483;
2;3;38;bv;0.0044582899756647806;
2;3;39;australis;0.004357878162742551;
2;3;40;macrophyte;0.0041213603008732206;
2;3;41;table;0.0039986758906555555;
2;3;42;shallow;0.003972999213940736;
2;3;43;saline;0.003853786914338227;
2;3;44;wastewater;0.003763104490067159;
2;3;45;irrigation;0.0034889829624782957;
2;3;46;seawater;0.00342182241482659;
2;3;47;sewage;0.0032492015166862174;
2;3;48;runoff;0.0030873813713531246;
2;3;49;loading;0.003039978001314176;
3;0;0;insect;0.06947717483452898;
3;0;1;food;0.06418934806774658;
3;0;2;fauna;0.052232049364371855;
3;0;3;prey;0.04594505743263158;
3;0;4;body;0.04470638260374363;
3;0;5;invertebrate;0.03641501825529047;
3;0;6;diet;0.03582633648615143;
3;0;7;predator;0.035729485739910756;
3;0;8;mass;0.03258181396832899;
3;0;9;species;0.031065792026762726;
3;0;10;influence;0.023674494305269984;
3;0;11;arthropod;0.02324365703194739;
3;0;12;preference;0.02307302713938093;
3;0;13;herbivore;0.01587998131184178;
3;0;14;proportion;0.015126773889376091;
3;0;15;guild;0.014788654204650047;
3;0;16;snail;0.014713644771132045;
3;0;17;availability;0.013661112308591634;
3;0;18;overlap;0.012256633234656901;
3;0;19;category;0.011838527781928527;
3;0;20;bee;0.01044580308397608;
3;0;21;lizard;0.00968772169421878;
3;0;22;habit;0.008904068249500753;
3;0;23;feeding;0.008873810329376581;
3;0;24;mollusc;0.007381407060045761;
3;0;25;consumer;0.007375297784589116;
3;0;26;item;0.0073314204210107444;
3;0;27;consumption;0.007229654723771665;
3;0;28;composition;0.006884780694221269;
3;0;29;dietary;0.006881442385189948;
3;0;30;snake;0.006881139608386139;
3;0;31;enemy;0.00672204402708792;
3;0;32;stomach;0.006148629915191878;
3;0;33;feeder;0.00501762783394997;
3;0;34;peat;0.004948315813466182;
3;0;35;defense;0.004788059808652874;
3;0;36;forage;0.004783498961244201;
3;0;37;carnivore;0.00473910016454683;
3;0;38;assemblage;0.004590166413052073;
3;0;39;feed;0.0045113357236197795;
3;0;40;trace;0.004096190022946903;
3;0;41;bog;0.003976059601433447;
3;0;42;seal;0.003974461546704192;
3;0;43;selectivity;0.0038675115078293217;
3;0;44;hole;0.003513312339602822;
3;0;45;attack;0.003495988886893874;
3;0;46;relation;0.003198321941499836;
3;0;47;mire;0.0031791258815252383;
3;0;48;predatory;0.003042310558862651;
3;0;49;extreme;0.002771648526182542;
3;1;0;assemblage;0.11821042262749411;
3;1;1;species;0.10577120088155004;
3;1;2;composition;0.09043372653699758;
3;1;3;insect;0.05323799211549979;
3;1;4;predator;0.03323090375582701;
3;1;5;prey;0.032474828416370574;
3;1;6;invertebrate;0.029073505018724008;
3;1;7;mass;0.02864220355728709;
3;1;8;diet;0.02714707427280133;
3;1;9;influence;0.025414510208955934;
3;1;10;herbivore;0.022219655476474847;
3;1;11;arthropod;0.019363353386898655;
3;1;12;availability;0.016622534569644132;
3;1;13;guild;0.012830835264737127;
3;1;14;snail;0.011326105460167447;
3;1;15;food;0.008175879368267896;
3;1;16;overlap;0.00791979466205584;
3;1;17;lizard;0.007606599904891767;
3;1;18;proportion;0.007119064162842332;
3;1;19;habit;0.006689755182872564;
3;1;20;consumption;0.005914963217993181;
3;1;21;mollusc;0.005341482728706079;
3;1;22;consumer;0.004835585796105613;
3;1;23;feeding;0.004816118335272369;
3;1;24;dominance;0.004813422064031022;
3;1;25;factor;0.004811136231478822;
3;1;26;peat;0.004732848679217657;
3;1;27;condition;0.004731552056325008;
3;1;28;carnivore;0.0047014279371222194;
3;1;29;feeder;0.0045161880171631615;
3;1;30;dietary;0.004292345323376309;
3;1;31;defense;0.004088251117530539;
3;1;32;item;0.004067401237707155;
3;1;33;decrease;0.004049580433082325;
3;1;34;trace;0.003866479020099977;
3;1;35;cascade;0.003650266866320603;
3;1;36;substrate;0.0035179635279107575;
3;1;37;snake;0.0035166797055349052;
3;1;38;bog;0.003489705256706401;
3;1;39;body;0.0034828930303474398;
3;1;40;stomach;0.003449841469031535;
3;1;41;increase;0.003430089242229647;
3;1;42;feed;0.0033501136779650067;
3;1;43;relation;0.003329064318197134;
3;1;44;mire;0.003263121586118638;
3;1;45;preference;0.003194665153280436;
3;1;46;seal;0.0031463790351242216;
3;1;47;amf;0.0030776067908124868;
